customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count,tenure_days,churn_risk,complaints_total,escalated_any,avg_csat,score_decile
5713-PKKAP,2020-10-14,Refferal,2026-10-14,Standard,Monthly,,,15.99,1202,41,0,arjun,India,Maharashtra,Female,1988-09-06,,0,,,2155.0,low,0,0,,4
5719-OJZWB,2024-10-07,Paid,2026-10-07,Premium,Annual,,,22.99,926,25,0,lalita,India,Punjab,Male,1989-10-12,,0,,,701.0,low,0,0,,2
5742-EMIEC,2023-01-11,Paid,2025-01-11,Basic,Annual,2024-07-19,No longer needed,7.99,178,68,1,deepak,India,Punjab,Male,1960-08-21,2024-02-18,1,40.0,1.0,555.0,med,1,1,40.0,9
5742-WTINN,2022-08-13,Paid,2027-08-13,Standard,Annual,,,13.99,978,42,0,vaishnavi,India,Telangana,Female,1971-12-20,,0,,,1487.0,low,0,0,,4
5751-LEKCE,2023-04-22,Paid,2027-04-22,Basic,Annual,,,6.99,580,33,0,aniket,India,Tamil Nadu,Male,1963-04-25,,0,,,1235.0,low,0,0,,3
5756-QKKRT,2023-07-02,Paid,2027-07-02,Standard,Annual,,,13.99,942,55,0,pooja,India,Uttar Pradesh,Female,1980-04-18,2026-05-29,1,60.0,1.0,1164.0,med,1,1,60.0,7
5757-YNMBF,2024-10-14,Organic,2026-10-14,Basic,Annual,,,7.99,397,53,0,sonal,India,Delhi,Male,1963-05-04,2025-12-03,0,80.0,3.0,694.0,med,3,1,66.7,6
5772-FXOSW,2021-03-10,Organic,2027-03-10,Basic,Annual,,,7.99,750,52,0,sonal,India,Kerala,Female,1973-06-15,2026-08-25,1,60.0,1.0,2008.0,med,1,1,60.0,6
5774-DLDOA,2023-01-06,Organic,2027-01-06,Basic,Annual,,,7.99,709,38,0,sanjay,India,Uttar Pradesh,Female,1972-08-22,,0,,,1341.0,low,0,0,,4
5777-PKDOX,2025-02-24,Paid,2026-02-24,Standard,Monthly,2025-05-29,Technical problems,13.99,60,74,1,suresh,India,Madhya Pradesh,Female,1999-04-13,2025-04-23,0,30.0,1.0,94.0,high,1,0,30.0,10
5797-EQRCJ,2024-10-26,Refferal,2025-10-26,Standard,Monthly,2025-04-19,Switched to competitor,13.99,82,46,1,siddharth,India,Gujarat,Male,1980-02-18,2025-01-23,0,50.0,1.0,175.0,low,1,0,50.0,5
5818-UYGAI,2023-07-26,Paid,2025-07-26,Standard,Monthly,2025-04-02,Too expensive,15.99,313,66,1,mira,India,Uttar Pradesh,Female,1972-12-01,,0,,,616.0,med,0,0,,9
5844-YRYII,2020-09-06,Paid,2025-09-06,Basic,Monthly,2025-05-09,Switched to competitor,7.99,436,55,1,deepak,India,West Bengal,Female,1971-08-16,2025-01-14,0,40.0,2.0,1706.0,med,2,0,40.0,7
5867-PFHPH,2019-11-05,Refferal,2026-11-05,Premium,Annual,,,22.99,2530,38,0,imran,India,Uttar Pradesh,Male,1962-01-04,2026-01-04,1,80.0,1.0,2499.0,low,1,1,80.0,4
5870-AQLJU,2023-12-02,Organic,2026-12-02,Basic,Monthly,,,7.99,342,71,0,rakesh,India,Haryana,Male,1992-02-22,2026-07-15,0,50.0,3.0,1011.0,high,3,0,66.7,9
5871-QQIGU,2023-11-16,Organic,2025-11-16,Premium,Monthly,2025-01-28,Switched to competitor,25.99,383,60,1,harsh,India,Karnataka,Female,1993-01-04,2024-12-04,1,20.0,1.0,439.0,med,1,1,20.0,8
5873-BBTSJ,2025-10-08,Refferal,2026-10-08,Standard,Annual,,,15.99,590,3,0,geetha,India,Odisha,Male,1961-10-27,,0,,,335.0,low,0,0,,1
5874-IABPY,2022-10-21,Refferal,2026-10-21,Standard,Monthly,,,13.99,679,41,0,deepak,India,Kerala,Female,1960-07-16,,0,,,1418.0,low,0,0,,4
5887-MVXOQ,2024-12-24,Paid,2026-12-24,Standard,Annual,,,13.99,680,61,0,anjali,India,Punjab,Female,1999-11-16,2025-06-22,1,30.0,1.0,623.0,med,1,1,30.0,8
5888-MNNAN,2020-11-08,Organic,2023-11-08,Premium,Monthly,2023-02-13,Moved to family plan,25.99,767,62,1,priya,India,Uttar Pradesh,Male,1989-02-19,2022-11-20,0,80.0,3.0,827.0,med,3,1,60.0,8
5889-ELFDC,2022-11-19,Refferal,2025-11-19,Standard,Monthly,2025-05-08,No longer needed,13.99,387,72,1,leela,India,Kerala,Female,1962-06-27,2024-05-27,1,10.0,2.0,901.0,high,2,1,30.0,9
5890-RGVRX,2025-02-09,Paid,2026-02-09,Basic,Monthly,2025-06-01,Poor service quality,7.99,60,67,1,chitra,India,Delhi,Female,1998-10-06,,0,,,112.0,med,0,0,,9
5895-NSXIK,2020-03-01,Paid,2027-03-01,Premium,Monthly,,,25.99,2691,58,0,sanjay,India,Rajasthan,Male,1970-12-01,,0,,,2382.0,med,0,0,,7
5929-BKXKO,2020-11-18,Organic,2023-11-18,Basic,Monthly,2023-02-14,Billing issue,6.99,207,77,1,ritu,India,Karnataka,Female,2002-04-08,2023-01-26,1,30.0,2.0,818.0,high,2,1,45.0,10
5930-YNTCF,2024-07-19,Paid,2025-07-19,Standard,Monthly,2025-01-17,Moved to family plan,15.99,105,59,1,farah,India,Delhi,Male,1999-03-12,2024-11-21,0,50.0,2.0,182.0,med,2,0,45.0,7
5973-KQWCH,2025-10-31,Refferal,2026-10-31,Standard,Monthly,,,13.99,298,52,0,pallavi,India,Uttar Pradesh,Male,1970-02-16,2026-06-16,0,60.0,1.0,312.0,med,1,0,60.0,6
5979-TJDKF,2024-10-21,Refferal,2026-10-21,Premium,Monthly,2026-01-09,Poor service quality,25.99,432,55,1,pooja,India,Delhi,Female,1978-01-13,,0,,,445.0,med,0,0,,7
5990-LQVJN,2024-01-03,Paid,2027-01-03,Standard,Annual,,,13.99,967,36,0,trisha,India,Tamil Nadu,Male,1981-03-10,,0,,,979.0,low,0,0,,3
6015-IXAHK,2023-10-17,Paid,2024-10-17,Basic,Monthly,2024-03-08,Billing issue,7.99,60,85,1,harsh,India,Kerala,Female,1966-03-21,2024-01-05,0,30.0,2.0,143.0,high,2,1,20.0,10
6022-JRQON,2020-10-31,Paid,2023-10-31,Standard,Monthly,2023-06-23,Billing issue,15.99,472,75,1,tanvi,India,Delhi,Male,1993-03-11,,0,,,965.0,high,0,0,,10
6033-YKDGX,2019-10-19,Paid,2024-10-19,Basic,Monthly,2023-11-27,Billing issue,6.99,343,93,1,gaurav,India,Rajasthan,Male,1983-01-03,2023-04-02,1,10.0,2.0,1500.0,high,2,1,25.0,10
6035-BIDAX,2021-05-15,Paid,2027-05-15,Standard,Annual,,,15.99,1535,36,0,smita,India,Maharashtra,Male,1978-07-17,,0,,,1942.0,low,0,0,,3
6041-GIJNJ,2020-09-02,Organic,2027-09-02,Standard,Annual,,,13.99,1512,28,0,pallavi,India,Rajasthan,Female,1972-03-31,2022-05-25,0,80.0,1.0,2197.0,low,1,0,80.0,2
6071-JYCID,2025-10-18,Organic,2026-10-18,Premium,Annual,,,25.99,944,26,0,prateek,India,Kerala,Female,1992-03-08,,0,,,325.0,low,0,0,,2
6073-BTOKM,2025-08-15,Paid,2026-08-15,Basic,Annual,2026-06-24,No longer needed,7.99,77,48,1,prakash,India,Tamil Nadu,Female,1977-11-20,,0,,,313.0,low,0,0,,5
6083-OOKMV,2020-03-22,Organic,2027-03-22,Basic,Monthly,,,6.99,737,55,0,vivek,India,West Bengal,Female,1986-04-25,2023-08-28,1,40.0,2.0,2361.0,med,2,1,35.0,7
6085-YNAHY,2022-04-27,Organic,2027-04-27,Standard,Annual,,,15.99,1092,42,0,mahesh,India,Haryana,Female,1981-08-31,2026-06-06,1,50.0,1.0,1595.0,low,1,1,50.0,4
6087-BLPPD,2025-01-04,Refferal,2027-01-04,Basic,Monthly,2026-03-17,Poor service quality,6.99,89,79,1,prakash,India,Kerala,Female,1966-11-15,2026-02-16,0,30.0,3.0,437.0,high,3,1,40.0,10
6093-BTLBK,2021-01-19,Paid,2027-01-19,Basic,Annual,,,7.99,629,32,0,asha,India,Tamil Nadu,Male,1989-10-31,,0,,,2058.0,low,0,0,,3
6111-BPZAM,2025-06-11,Organic,2027-06-11,Basic,Monthly,2026-07-27,Poor service quality,7.99,96,78,1,leela,India,Uttar Pradesh,Female,1975-11-22,2025-10-29,0,60.0,2.0,411.0,high,2,1,45.0,10
6118-PFURT,2021-03-22,Organic,2027-03-22,Standard,Monthly,,,15.99,1408,51,0,kiran,India,Rajasthan,Female,1962-02-09,2026-06-29,0,60.0,4.0,1996.0,med,4,0,90.0,6
6119-WEPVH,2020-05-26,Paid,2027-05-26,Basic,Annual,,,7.99,935,41,0,sneha,India,Delhi,Female,1971-03-27,2024-03-04,1,40.0,2.0,2296.0,low,2,1,60.0,4
6126-SWDNN,2023-03-18,Paid,2027-03-18,Standard,Annual,,,13.99,939,42,0,rohit,India,Kerala,Male,1960-11-25,,0,,,1270.0,low,0,0,,4
6138-BSJTO,2022-01-06,Paid,2027-01-06,Premium,Annual,,,25.99,2259,32,0,zoya,India,Delhi,Male,1979-05-19,2024-03-03,0,70.0,1.0,1706.0,low,1,0,70.0,3
6142-WGWBF,2021-06-24,Paid,2027-06-24,Standard,Monthly,,,13.99,1027,34,0,abhishek,India,Kerala,Female,1994-05-06,,0,,,1902.0,low,0,0,,3
6151-FGVJF,2020-06-03,Organic,2027-06-03,Basic,Monthly,,,7.99,590,49,0,kabir,India,Maharashtra,Male,1960-06-26,,0,,,2288.0,low,0,0,,6
6154-XVAYB,2022-07-14,Paid,2025-07-14,Basic,Monthly,2025-05-07,Moved to family plan,6.99,299,72,1,vivek,India,Maharashtra,Male,1977-05-25,,0,,,1028.0,high,0,0,,9
6162-UTDVN,2024-08-06,Organic,2027-08-06,Basic,Monthly,,,6.99,294,56,0,kiran,India,Nagaland,Female,1996-02-05,,0,,,763.0,med,0,0,,7
6165-BYRXO,2025-04-03,Paid,2026-04-03,Standard,Monthly,2025-10-15,Switched to competitor,15.99,107,83,1,imran,India,Punjab,Male,1992-06-26,2025-09-20,0,40.0,3.0,195.0,high,3,0,50.0,10
6176-EQKBL,2024-02-27,Organic,2025-02-27,Standard,Monthly,2024-10-16,Too expensive,15.99,109,64,1,shreya,India,Haryana,Male,1995-05-07,2024-04-08,0,40.0,1.0,232.0,med,1,0,40.0,8
6177-ZVCKK,2026-04-16,Organic,2027-04-16,Basic,Annual,,,6.99,209,42,0,neha,India,Bihar,Male,1967-06-08,2026-08-30,0,70.0,2.0,145.0,low,2,1,65.0,4
6208-YWJIU,2021-09-18,Organic,2022-09-18,Basic,Monthly,2022-01-25,No longer needed,6.99,60,71,1,trisha,India,Tamil Nadu,Male,2003-08-11,2021-12-16,1,40.0,1.0,129.0,high,1,1,40.0,9
6209-HLDZG,2024-01-22,Refferal,2027-01-22,Basic,Annual,,,7.99,465,24,0,aisha,India,Delhi,Female,1972-02-11,,0,,,960.0,low,0,0,,2
6214-SEQHU,2021-08-15,Organic,2027-08-15,Basic,Annual,,,6.99,629,21,0,pooja,India,Karnataka,Female,1981-08-03,2023-08-21,0,70.0,1.0,1850.0,low,1,0,70.0,1
6218-NXGZY,2026-03-31,Organic,2027-03-31,Premium,Annual,,,22.99,690,11,0,vivek,India,Uttar Pradesh,Female,2004-03-16,2026-08-29,0,90.0,1.0,161.0,low,1,0,90.0,1
6229-JHLIV,2024-05-25,Organic,2025-05-25,Basic,Monthly,2025-01-28,Switched to competitor,6.99,60,67,1,vishal,India,Karnataka,Female,1978-05-27,2025-01-11,1,20.0,1.0,248.0,med,1,1,20.0,9
6235-ZMPLX,2023-11-16,Paid,2026-11-16,Basic,Monthly,,,6.99,393,60,0,chitra,India,Madhya Pradesh,Female,1971-04-27,,0,,,1027.0,med,0,0,,8
6253-FQTZD,2026-01-24,Paid,2027-01-24,Basic,Monthly,2026-03-19,Too expensive,6.99,60,91,1,sameer,India,Maharashtra,Male,1973-03-30,2026-03-17,0,50.0,2.0,54.0,high,2,1,35.0,10
6262-LSGPQ,2020-10-14,Refferal,2026-10-14,Basic,Annual,,,6.99,714,39,0,pragya,India,Karnataka,Female,1982-04-09,2025-10-08,0,60.0,1.0,2155.0,low,1,0,60.0,4
6287-KQIJP,2022-06-08,Paid,2024-06-08,Basic,Monthly,2024-01-14,Moved to family plan,6.99,128,69,1,divya,India,Delhi,Male,1991-06-11,,0,,,585.0,med,0,0,,9
6289-QKEAI,2020-09-04,Paid,2025-09-04,Standard,Monthly,2024-11-19,Technical problems,15.99,656,61,1,nikhil,India,Karnataka,Male,2000-05-22,,0,,,1537.0,med,0,0,,8
6297-SCITV,2020-12-24,Paid,2026-12-24,Basic,Annual,,,6.99,654,39,0,prateek,India,Karnataka,Female,2007-07-01,2023-01-21,0,90.0,1.0,2084.0,low,1,0,90.0,4
6315-UNVFS,2026-06-12,Organic,2027-06-12,Basic,Annual,,,6.99,194,39,0,chitra,India,Gujarat,Female,1990-09-01,,0,,,88.0,low,0,0,,4
6320-GFHFM,2020-07-12,Refferal,2027-07-12,Standard,Annual,,,13.99,1516,20,0,vikram,India,Delhi,Male,1977-04-11,2023-09-07,0,60.0,1.0,2249.0,low,1,0,60.0,1
6323-NTIWK,2026-03-12,Refferal,2027-03-12,Standard,Monthly,,,15.99,300,48,0,priya,India,Gujarat,Female,2006-02-16,2026-06-29,0,70.0,1.0,180.0,low,1,0,70.0,5
6337-HHGMP,2020-06-26,Organic,2027-06-26,Basic,Annual,,,6.99,766,45,0,rakesh,India,Haryana,Male,1960-04-19,,0,,,2265.0,low,0,0,,5
6342-UWARC,2021-12-02,Paid,2026-12-02,Premium,Monthly,,,25.99,1983,45,0,rahul,India,Telangana,Male,1979-03-27,2024-02-14,1,30.0,1.0,1741.0,low,1,1,30.0,5
6348-LWMYZ,2020-11-08,Organic,2026-11-08,Basic,Monthly,,,6.99,689,42,0,chitra,India,West Bengal,Male,1993-03-04,2026-07-25,0,100.0,1.0,2130.0,low,1,0,100.0,4
6356-IVCWA,2023-02-17,Paid,2027-02-17,Premium,Annual,,,22.99,1653,37,0,arjun,India,Tamil Nadu,Male,1961-08-20,2026-03-22,0,60.0,2.0,1299.0,low,2,0,70.0,4
6361-CQSPC,2025-07-19,Paid,2027-07-19,Premium,Annual,,,25.99,1167,25,0,nikhil,India,Karnataka,Male,1999-12-11,,0,,,416.0,low,0,0,,2
6363-GPHDG,2025-08-16,Refferal,2027-08-16,Standard,Monthly,,,15.99,402,39,0,lalita,India,Delhi,Male,1962-09-01,2026-01-02,0,70.0,1.0,388.0,low,1,0,70.0,4
6368-OCOEN,2025-11-04,Organic,2026-11-04,Basic,Monthly,2026-06-01,Technical problems,6.99,60,54,1,juhi,India,Bihar,Male,1994-04-02,2026-05-10,0,50.0,1.0,209.0,med,1,0,50.0,6
6380-ZSPXL,2020-12-14,Paid,2026-12-14,Premium,Monthly,,,22.99,1800,40,0,mahesh,India,Gujarat,Male,1989-03-10,,0,,,2094.0,low,0,0,,4
6381-ONDRT,2022-11-21,Paid,2026-11-21,Basic,Annual,,,7.99,512,47,0,divya,India,Delhi,Female,1987-06-29,,0,,,1387.0,low,0,0,,5
6387-PTZAZ,2025-02-23,Organic,2027-02-23,Basic,Annual,,,6.99,319,60,0,abhishek,India,Uttar Pradesh,Female,1960-03-23,2026-05-03,1,60.0,1.0,562.0,med,1,1,60.0,8
6393-RVBJA,2025-10-19,Paid,2026-10-19,Standard,Monthly,2026-02-13,Switched to competitor,13.99,60,99,1,chitra,India,Kerala,Female,1995-12-06,2026-01-25,0,50.0,3.0,117.0,high,3,1,43.3,10
6458-JKNCT,2026-02-17,Paid,2027-02-17,Standard,Monthly,,,13.99,265,63,0,mohan,India,Gujarat,Male,1961-05-11,2026-09-06,0,80.0,4.0,203.0,med,4,0,80.0,8
6458-WWCWT,2024-11-06,Paid,2026-11-06,Premium,Annual,,,25.99,1396,19,0,girish,India,Telangana,Female,1991-04-30,2025-02-21,0,70.0,1.0,671.0,low,1,0,70.0,1
6495-WYDCU,2021-05-09,Refferal,2027-05-09,Standard,Annual,,,15.99,1647,4,0,dinesh,India,Haryana,Female,1994-07-01,,0,,,1948.0,low,0,0,,1
6498-CFOOU,2020-05-02,Organic,2027-05-02,Premium,Monthly,,,25.99,2707,68,0,divya,India,Gujarat,Male,1977-04-15,2026-09-03,1,40.0,1.0,2320.0,med,1,1,40.0,9
6504-XCHZO,2022-05-11,Organic,2027-05-11,Standard,Annual,,,15.99,996,26,0,kartik,India,Gujarat,Male,1974-07-07,,0,,,1581.0,low,0,0,,2
6518-WQYDJ,2019-08-08,Organic,2027-08-08,Standard,Annual,,,13.99,1330,20,0,rakesh,India,Karnataka,Male,1991-06-25,,0,,,2588.0,low,0,0,,1
6527-TNUYO,2023-11-18,Organic,2025-11-18,Standard,Monthly,2025-04-27,Switched to competitor,13.99,327,73,1,keshav,India,Maharashtra,Male,2001-05-26,2025-04-08,0,20.0,2.0,526.0,high,2,1,20.0,10
6545-IFFZC,2024-04-27,Paid,2027-04-27,Premium,Annual,,,25.99,1585,25,0,pallavi,India,Bihar,Male,1988-03-18,,0,,,864.0,low,0,0,,2
6558-ZXCTP,2021-10-03,Refferal,2026-10-03,Premium,Annual,,,25.99,2273,1,0,arjun,India,Telangana,Male,1982-10-04,,0,,,1801.0,low,0,0,,1
6573-KERMD,2025-09-23,Paid,2026-09-23,Premium,Monthly,2025-12-27,Technical problems,22.99,72,58,1,lakshmi,India,Tamil Nadu,Male,2006-09-15,,0,,,95.0,med,0,0,,7
6575-QBTQU,2020-03-14,Paid,2027-03-14,Premium,Annual,,,25.99,2680,20,0,swati,India,Telangana,Female,2004-08-02,,0,,,2369.0,low,0,0,,1
6582-PBMPY,2021-02-18,Organic,2027-02-18,Standard,Annual,,,15.99,1137,10,0,juhi,India,Maharashtra,Male,1963-10-21,,0,,,2028.0,low,0,0,,1
6586-OQTMV,2026-06-12,Organic,2027-06-12,Basic,Monthly,2026-07-31,Billing issue,7.99,60,69,1,dinesh,India,Kerala,Male,2006-09-03,2026-07-11,0,70.0,1.0,49.0,med,1,0,70.0,9
6591-LMGZK,2025-05-10,Refferal,2027-05-10,Premium,Monthly,,,25.99,691,46,0,vishal,India,Karnataka,Female,1988-08-26,2026-07-02,0,80.0,2.0,486.0,low,2,0,75.0,5
6591-SVSHT,2022-03-22,Paid,2027-03-22,Basic,Annual,,,7.99,581,44,0,kiran,India,Kerala,Male,1971-09-10,2024-02-22,0,80.0,1.0,1631.0,low,1,0,80.0,5
6592-MBZFC,2021-06-06,Organic,2027-06-06,Basic,Monthly,,,6.99,481,54,0,pragya,India,Telangana,Male,1992-08-05,,0,,,1920.0,med,0,0,,6
6645-KEFSG,2025-02-18,Refferal,2027-02-18,Standard,Monthly,,,15.99,619,55,0,mayank,India,Delhi,Male,1984-07-01,,0,,,567.0,med,0,0,,7
6666-KLLUQ,2021-05-15,Paid,2027-05-15,Standard,Monthly,,,13.99,1015,66,0,nisha,India,Maharashtra,Male,2003-04-23,2024-03-14,0,70.0,2.0,1942.0,med,2,0,70.0,9
6681-VFHYL,2023-04-25,Organic,2025-04-25,Standard,Annual,2025-01-17,No longer needed,15.99,344,31,1,manish,India,Kerala,Male,1969-09-13,2024-12-20,1,50.0,1.0,633.0,low,1,1,50.0,3
6685-MNXIM,2021-11-18,Paid,2026-11-18,Basic,Annual,,,7.99,688,57,0,riya,India,Karnataka,Male,1977-02-27,2024-04-28,1,40.0,1.0,1755.0,med,1,1,40.0,7
6690-UZYDU,2023-09-02,Paid,2027-09-02,Basic,Annual,,,6.99,466,42,0,vaishnavi,India,Maharashtra,Male,1967-07-12,,0,,,1102.0,low,0,0,,4
6709-ETEFV,2023-06-15,Organic,2025-06-15,Basic,Annual,2024-06-20,Too expensive,7.99,92,52,1,ruchi,India,Rajasthan,Female,1966-04-14,2023-09-06,1,30.0,1.0,371.0,med,1,1,30.0,6
6710-MLYEO,2023-11-30,Refferal,2026-11-30,Basic,Monthly,,,7.99,407,63,0,shreya,India,Tamil Nadu,Female,1991-11-22,,0,,,1013.0,med,0,0,,8
6715-TJZME,2025-07-27,Paid,2026-07-27,Basic,Monthly,2025-11-27,Technical problems,7.99,60,61,1,ananya,India,Tamil Nadu,Male,2006-10-31,,0,,,123.0,med,0,0,,8
6720-ELUDM,2025-05-02,Paid,2027-05-02,Standard,Annual,,,13.99,500,39,0,pragya,India,Delhi,Male,1991-07-21,,0,,,494.0,low,0,0,,4
6734-MWCGG,2025-06-30,Refferal,2027-06-30,Basic,Monthly,,,6.99,174,44,0,naveen,India,Punjab,Male,2001-08-21,2025-12-22,0,80.0,1.0,435.0,low,1,0,80.0,5
6778-UTFJM,2020-12-22,Paid,2026-12-22,Basic,Annual,,,7.99,740,40,0,gaurav,India,Delhi,Female,1982-07-05,2025-02-18,0,70.0,1.0,2086.0,low,1,0,70.0,4
6784-MFAQR,2023-09-04,Paid,2027-09-04,Basic,Monthly,,,6.99,321,72,0,meera,India,Karnataka,Female,2000-11-05,2026-06-21,0,80.0,2.0,1100.0,high,2,0,75.0,9
6784-TIDHU,2023-12-27,Organic,2026-12-27,Standard,Monthly,2026-07-31,Switched to competitor,15.99,528,67,1,chitra,India,Delhi,Male,1963-07-14,2025-07-14,0,60.0,1.0,947.0,med,1,0,60.0,9
6792-CRILS,2020-08-06,Organic,2027-08-06,Premium,Annual,,,22.99,2451,18,0,chitra,India,Karnataka,Male,1979-04-27,2021-06-25,0,80.0,1.0,2224.0,low,1,0,80.0,1
6816-DXFVR,2020-05-16,Organic,2024-05-16,Basic,Monthly,2023-10-10,No longer needed,6.99,303,60,1,suresh,India,Delhi,Male,1995-04-12,,0,,,1242.0,med,0,0,,8
6825-KWDGC,2025-01-08,Organic,2027-01-08,Basic,Monthly,,,7.99,258,59,0,shalini,India,Maharashtra,Female,1963-10-04,2025-03-23,1,30.0,1.0,608.0,med,1,1,30.0,7
6896-KXKOG,2024-02-29,Paid,2027-02-28,Standard,Monthly,,,13.99,584,55,0,kavya,India,Karnataka,Female,1971-08-30,,0,,,922.0,med,0,0,,7
6907-LKHDP,2023-10-04,Organic,2025-10-04,Basic,Monthly,2025-05-29,Too expensive,7.99,117,50,1,aarti,India,Tamil Nadu,Male,1986-06-25,,0,,,603.0,med,0,0,,6
6927-NZUAJ,2020-09-16,Organic,2021-09-16,Premium,Monthly,2020-11-01,Too expensive,25.99,60,67,1,arjun,India,Punjab,Female,2000-06-26,2020-10-14,0,40.0,1.0,46.0,med,1,0,40.0,9
6940-BBSQB,2021-11-27,Paid,2026-11-27,Premium,Annual,,,22.99,2029,18,0,manish,India,Maharashtra,Male,1991-03-19,,0,,,1746.0,low,0,0,,1
6948-GEBWF,2022-10-24,Organic,2023-10-24,Standard,Monthly,2023-07-29,Switched to competitor,15.99,129,66,1,anjali,India,Karnataka,Female,1979-08-13,2023-05-13,1,20.0,1.0,278.0,med,1,1,20.0,9
6967-MSEXN,2025-01-05,Paid,2027-01-05,Premium,Annual,,,25.99,1238,28,0,neha,India,Haryana,Female,1971-05-03,,0,,,611.0,low,0,0,,2
6989-NELGM,2023-12-11,Paid,2026-12-11,Standard,Annual,,,15.99,1015,17,0,priya,India,Haryana,Male,1995-02-14,,0,,,1002.0,low,0,0,,1
6997-XPRGG,2026-06-25,Organic,2027-06-25,Standard,Monthly,,,15.99,246,47,0,girish,India,Gujarat,Male,1972-09-15,,0,,,75.0,low,0,0,,5
7004-JBZLX,2021-09-04,Organic,2023-09-04,Basic,Monthly,2023-07-01,Billing issue,7.99,185,64,1,harsh,India,Delhi,Female,1994-03-08,2021-12-28,0,40.0,1.0,665.0,med,1,0,40.0,8
7020-GIVJD,2020-02-23,Paid,2027-02-23,Basic,Annual,,,6.99,759,37,0,pallavi,India,Tamil Nadu,Male,1996-09-02,,0,,,2389.0,low,0,0,,4
7039-FSHVP,2021-02-01,Organic,2027-02-01,Basic,Annual,,,6.99,725,8,0,amit,India,Karnataka,Female,1986-09-02,,0,,,2045.0,low,0,0,,1
7045-SIFRC,2024-06-26,Paid,2027-06-26,Standard,Annual,,,13.99,706,27,0,amit,India,Maharashtra,Male,2000-05-08,,0,,,804.0,low,0,0,,2
7046-MLQVI,2023-04-03,Paid,2027-04-03,Standard,Monthly,2026-07-10,Billing issue,13.99,576,66,1,chitra,India,Tamil Nadu,Female,1988-05-20,,0,,,1194.0,med,0,0,,9
7060-HSWBA,2019-11-15,Paid,2026-11-15,Basic,Annual,,,6.99,697,41,0,suresh,India,Telangana,Male,1990-06-16,,0,,,2489.0,low,0,0,,4
7070-DFDWZ,2023-08-29,Paid,2027-08-29,Standard,Annual,,,15.99,1130,42,0,ruchi,India,Tamil Nadu,Male,1994-10-10,,0,,,1106.0,low,0,0,,4
7088-BSSEW,2020-09-18,Refferal,2026-09-18,Basic,Annual,,,7.99,630,16,0,riya,India,Gujarat,Male,1970-11-28,,0,,,2181.0,low,0,0,,1
7089-BFEVB,2022-07-30,Organic,2023-07-30,Basic,Monthly,2023-05-10,Poor service quality,6.99,72,68,1,harsh,India,Delhi,Male,1992-02-05,,0,,,284.0,med,0,0,,9
7089-FEWTQ,2023-02-19,Refferal,2027-02-19,Basic,Annual,,,7.99,549,26,0,neha,India,Tamil Nadu,Male,1974-02-17,,0,,,1297.0,low,0,0,,2
7091-DGPRD,2022-07-10,Refferal,2024-07-10,Standard,Monthly,2023-10-29,Too expensive,15.99,279,72,1,ritu,India,Kerala,Female,1973-02-12,2022-12-24,0,50.0,3.0,476.0,high,3,0,53.3,9
7108-VOEEL,2025-02-04,Paid,2027-02-04,Standard,Annual,2026-08-14,Billing issue,15.99,265,37,1,tanvi,India,Punjab,Male,1976-06-28,2026-03-16,0,40.0,1.0,556.0,low,1,0,40.0,4
7109-LZSOZ,2023-08-29,Organic,2027-08-29,Standard,Monthly,,,13.99,669,31,0,anjali,India,Delhi,Male,1995-02-14,,0,,,1106.0,low,0,0,,3
7117-CXGRA,2024-07-09,Organic,2027-07-09,Basic,Annual,,,6.99,366,49,0,divya,India,Telangana,Male,1968-07-13,2025-03-29,0,70.0,2.0,791.0,low,2,0,60.0,6
7128-FFUBW,2021-04-18,Refferal,2027-04-18,Standard,Monthly,,,13.99,1114,44,0,shalini,India,Delhi,Male,1996-12-05,2026-06-05,0,60.0,1.0,1969.0,low,1,0,60.0,5
7131-SVTZO,2022-04-30,Organic,2027-04-30,Premium,Annual,,,22.99,1574,13,0,prateek,India,Maharashtra,Female,1994-10-22,,0,,,1592.0,low,0,0,,1
7134-OPYLK,2023-11-04,Refferal,2026-11-04,Basic,Monthly,,,7.99,388,40,0,lakshmi,India,West Bengal,Female,1966-09-25,,0,,,1039.0,low,0,0,,4
7143-MIJKF,2020-10-31,Paid,2026-10-31,Standard,Monthly,,,15.99,1011,69,0,ruchi,India,Karnataka,Male,1991-08-18,,0,,,2138.0,med,0,0,,9
7143-RMENR,2023-06-19,Paid,2027-06-19,Basic,Annual,,,7.99,475,39,0,leela,India,Tamil Nadu,Female,1974-01-25,2023-09-11,0,100.0,1.0,1177.0,low,1,0,100.0,4
7150-YTEVC,2019-11-26,Paid,2026-11-26,Basic,Annual,,,7.99,697,50,0,prakash,India,Uttar Pradesh,Female,2005-09-02,,0,,,2478.0,med,0,0,,6
7152-ZFXGZ,2022-05-19,Organic,2025-05-19,Standard,Monthly,2024-06-20,No longer needed,15.99,441,74,1,vikram,India,Karnataka,Female,1978-05-24,2023-10-20,0,40.0,4.0,763.0,high,4,1,25.0,10
